NAAM,TYPE_NAAM,GELD_START,LON,LAT,GEMEENTE
Semi-gesloten hoevecomplex Groot Terherken: hoevecomponenten en omgeving,Beschermd stads- of dorpsgezicht,2009/06/15,5.387,50.884,Diepenbeek
U-vormige vakwerkhoeve: omgeving,Beschermd stads- of dorpsgezicht,2009/06/15,5.430,50.918,Diepenbeek
Vakwerkhoeve: omgeving,Beschermd stads- of dorpsgezicht,2009/06/15,5.370,50.898,Diepenbeek
Kasteel Pietersheim: domein,Beschermd cultuurhistorisch landschap,1983/05/11,5.667,50.900,Lanaken
Parochiekerk Sint-Lambertus: kerkhof,Beschermd stads- of dorpsgezicht,1999/10/28,5.688,50.907,Lanaken
L-Vormige hoeve van 1818 met omgeving,Beschermd stads- of dorpsgezicht,2001/04/27,5.686,50.906,Lanaken
L-vormige hoeve van 1865 met omgeving,Beschermd stads- of dorpsgezicht,2001/04/27,5.686,50.918,Lanaken
"Gesloten hoeve: overige hoevegebouwen, lindeboom en omgeving",Beschermd stads- of dorpsgezicht,2002/05/23,5.669,50.896,Lanaken
Watermolen Heidemolen met omgeving,Beschermd stads- of dorpsgezicht,2005/06/21,5.649,50.901,Lanaken
"Kasteel van Hocht: neerhof, park, dreven en omliggende weilanden en boomgaarden",Beschermd cultuurhistorisch landschap,1976/11/29,5.685,50.898,Lanaken
Kapel Slag van Lafelt met omgeving,Beschermd cultuurhistorisch landschap,1975/04/17,5.615,50.861,Lanaken
Boerenwoning De Hoek met omgeving,Beschermd stads- of dorpsgezicht,1981/01/29,5.703,50.923,Lanaken
Kapel Sint-Petronella met omgeving,Beschermd stads- of dorpsgezicht,1981/10/23,5.685,50.915,Lanaken
Oude kern Rekem,Beschermd stads- of dorpsgezicht,1994/09/28,5.704,50.924,Lanaken
Motte In de Burg met omgeving,Beschermd stads- of dorpsgezicht,1978/03/01,5.610,50.881,Lanaken
Gehucht Smeermaas met aansluitend gedeelte Zuid-Willemsvaart,Beschermd stads- of dorpsgezicht,2002/11/04,5.676,50.884,Lanaken
Kasteel Hogemeyer: landgoed,Beschermd stads- of dorpsgezicht,2001/02/23,4.994,50.896,Kortenaken
Kerkhof en pastorietuin,Beschermd stads- of dorpsgezicht,2001/02/23,4.994,50.887,Kortenaken
Dorpskern Miskom,Beschermd stads- of dorpsgezicht,2001/11/22,5.012,50.895,Kortenaken
Molenbemden,Beschermd cultuurhistorisch landschap,1991/04/24,5.526,50.823,Bilzen
Groenendaal-Zangerhei,Beschermd cultuurhistorisch landschap,2001/06/29,5.555,50.886,Bilzen
Kasteel van Schoonbeek met dreef en park,Beschermd cultuurhistorisch landschap,1958/03/05,5.476,50.898,Bilzen
Hoeven De Zon en De Maan met omgeving,Beschermd stads- of dorpsgezicht,1999/12/28,5.473,50.890,Bilzen
Watermolen Bilsermolen met omgeving,Beschermd stads- of dorpsgezicht,1983/03/02,5.517,50.867,Bilzen
Eclectisch herenhuis Pétry met tuin: tuin,Beschermd stads- of dorpsgezicht,2000/12/08,5.518,50.872,Bilzen
Dekenij met oranjerie: tuin,Beschermd stads- of dorpsgezicht,2001/04/19,5.519,50.871,Bilzen
Hospitaal De Wandeling: omgeving,Beschermd stads- of dorpsgezicht,2001/04/27,5.513,50.871,Bilzen
Gemeentehuis Eigenbilzen en gemeenteschool: omgeving,Beschermd stads- of dorpsgezicht,2002/06/14,5.574,50.876,Bilzen
"Gesloten hoeve: dienstgebouwen, dwarsschuur en omgeving",Beschermd stads- of dorpsgezicht,1999/06/22,5.558,50.833,Bilzen
Hoeve Blondeswinning: omgeving,Beschermd stads- of dorpsgezicht,2011/08/24,5.551,50.830,Bilzen
Sint-Quintinuskerk: omgeving,Beschermd stads- of dorpsgezicht,1996/07/25,5.609,50.846,Bilzen
Gesloten hoeve: omgeving,Beschermd stads- of dorpsgezicht,1999/06/22,5.550,50.838,Bilzen
Hoeve gedateerd 1820: omgeving,Beschermd stads- of dorpsgezicht,1999/12/28,5.552,50.847,Bilzen
"Pastorie Sint-Petrusparochie: omgeving, stegen en Sint-Berthiliabron",Beschermd stads- of dorpsgezicht,1999/06/10,5.577,50.847,Bilzen
Sint-Rochuskapel: omgeving,Beschermd stads- of dorpsgezicht,1999/06/10,5.538,50.881,Bilzen
Kasteel Edelhof: park,Beschermd stads- of dorpsgezicht,1996/08/05,5.527,50.891,Bilzen
Herenhuis Claes met omgeving,Beschermd stads- of dorpsgezicht,1980/01/04,5.519,50.870,Bilzen
Burcht van Rummen,Beschermd cultuurhistorisch landschap,2017/06/06,5.153,50.892,Geetbets
Kapel Sint-Rochus met winterlinde en omgeving,Beschermd stads- of dorpsgezicht,1985/08/19,5.107,50.895,Geetbets
Watermolen Lutzemolen met omgeving,Beschermd stads- of dorpsgezicht,1994/04/18,5.143,50.876,Geetbets
Watermolen gedateerd 1672 met omgeving,Beschermd stads- of dorpsgezicht,1996/02/02,5.122,50.891,Geetbets
Kasteel van Rummen met omgeving,Beschermd stads- of dorpsgezicht,1995/04/07,5.143,50.900,Geetbets
Kerkhof en pastorietuin Heilige Petrus en Paulusparochie,Beschermd stads- of dorpsgezicht,2000/12/08,5.116,50.890,Geetbets
Watermolen Nieuwe Molen met omgeving,Beschermd stads- of dorpsgezicht,1987/01/12,5.285,50.900,Alken
Semi-gesloten hoeve: omgeving,Beschermd stads- of dorpsgezicht,2004/06/09,5.261,50.897,Alken
Gesloten hoeve: landelijke omgeving,Beschermd stads- of dorpsgezicht,2004/12/29,5.315,50.883,Alken
Hoeve Timmermans: omgeving,Beschermd stads- of dorpsgezicht,2001/04/27,5.350,50.867,Alken
Boerenwoning: omgeving,Beschermd stads- of dorpsgezicht,2002/06/14,5.345,50.877,Alken
Hoeve De Oude Vlieg: parkje,Beschermd stads- of dorpsgezicht,2002/11/04,5.275,50.880,Alken
Semi-gesloten hoeve: omgeving,Beschermd stads- of dorpsgezicht,2003/12/04,5.272,50.867,Alken
Semi-gesloten hoeve: omgeving,Beschermd stads- of dorpsgezicht,2003/11/13,5.284,50.885,Alken
Hoeve in L-vorm: omgeving,Beschermd stads- of dorpsgezicht,2004/02/02,5.306,50.864,Alken
Restant gesloten hoeve met omgeving,Beschermd stads- of dorpsgezicht,2003/12/10,5.282,50.875,Alken
Vakwerkhoeve: omgeving,Beschermd stads- of dorpsgezicht,2004/02/02,5.287,50.858,Alken
Langgestrekte hoeve: agrarische omgeving,Beschermd stads- of dorpsgezicht,2004/03/04,5.330,50.871,Alken
Gesloten hoeve: omgeving,Beschermd stads- of dorpsgezicht,2004/06/09,5.274,50.876,Alken
Langgestrekte hoeve: omgeving,Beschermd stads- of dorpsgezicht,2004/06/09,5.260,50.872,Alken
Hoeven: omgeving,Beschermd stads- of dorpsgezicht,2004/06/09,5.276,50.879,Alken
Sint-Joriskapel met omgeving,Beschermd stads- of dorpsgezicht,1982/12/15,5.276,50.868,Alken
Hoeves: omgeving,Beschermd stads- of dorpsgezicht,2004/12/29,5.326,50.879,Alken
Semi-gesloten hoeve: omgeving,Beschermd stads- of dorpsgezicht,2004/06/09,5.296,50.897,Alken
Gesloten hoeve: omgeving,Beschermd stads- of dorpsgezicht,2001/06/14,5.329,50.880,Alken
Gesloten hoeve Het Paenhuys: omgeving,Beschermd stads- of dorpsgezicht,2002/07/01,5.241,50.877,Nieuwerkerken
Pastorie Sint-Laurentiusparochie met omgeving,Beschermd stads- of dorpsgezicht,1979/08/21,5.240,50.875,Nieuwerkerken
Kasteeldomein van Nieuwerkerken,Beschermd stads- of dorpsgezicht,1985/11/06,5.202,50.869,Nieuwerkerken
Muggenbos,Beschermd cultuurhistorisch landschap,1993/07/09,5.200,50.865,Nieuwerkerken
Kasteel en kasteelhoeve: omgeving,Beschermd cultuurhistorisch landschap,1977/11/30,5.451,50.837,Hoeselt
Watermolen op de Demer met omgeving,Beschermd stads- of dorpsgezicht,1986/10/13,5.498,50.843,Hoeselt
Hoeve Hof ter Poorten met omgeving,Beschermd stads- of dorpsgezicht,1987/01/12,5.495,50.827,Hoeselt
Parochiekerk Sint-Stephanus: omgeving,Beschermd stads- of dorpsgezicht,2000/04/19,5.488,50.850,Hoeselt
Kasteel Ter Borch met omgeving,Beschermd stads- of dorpsgezicht,2001/03/29,5.487,50.851,Hoeselt
Parochiekerk Sint-Domitianus: kerkhof,Beschermd stads- of dorpsgezicht,2001/04/27,5.480,50.833,Hoeselt
De Mot met omgeving,Beschermd stads- of dorpsgezicht,1982/11/10,5.485,50.852,Hoeselt
Boerenburgerhuis met tuin,Beschermd stads- of dorpsgezicht,1981/11/06,5.430,50.840,Kortessem
Watermolen Luimertingenmolen: omgeving,Beschermd stads- of dorpsgezicht,2008/04/15,5.382,50.879,Kortessem
Hoeve: omgeving,Beschermd stads- of dorpsgezicht,2008/04/15,5.372,50.849,Kortessem
Gesloten hoeve: dwarsschuur en omgeving,Beschermd stads- of dorpsgezicht,2008/04/15,5.394,50.875,Kortessem
Hoeve Valik: omgeving met knechtjeshoeve,Beschermd stads- of dorpsgezicht,2008/04/15,5.387,50.874,Kortessem
Knechtjeshoeve Valikhoeve,Beschermd stads- of dorpsgezicht,2008/04/15,5.391,50.875,Kortessem
Vakwerkhoeve: omgeving,Beschermd stads- of dorpsgezicht,2008/04/15,5.426,50.877,Kortessem
Vakwerkhoeve met bakhuis: omgeving,Beschermd stads- of dorpsgezicht,2008/04/15,5.428,50.866,Kortessem
Langgestrekte hoeve: omgeving,Beschermd stads- of dorpsgezicht,2008/04/15,5.419,50.849,Kortessem
Kasteel de Fauconval: kasteelpark,Beschermd stads- of dorpsgezicht,1994/10/05,5.390,50.860,Kortessem
Pastorie Sint-Agapitusparochie en kerkhof,Beschermd stads- of dorpsgezicht,1996/08/05,5.429,50.840,Kortessem
"Kasteel en hoeve Dessener en hoeve Schoenwinckel: omgeving met dreven, vijvers en toegangsweg",Beschermd stads- of dorpsgezicht,2008/12/24,5.409,50.857,Kortessem
"Kasteel de Donnéa: omgeving met moestuin, boomgaard en bospark",Beschermd stads- of dorpsgezicht,2002/06/14,5.401,50.837,Kortessem
Vakwerkhoeve: omgeving,Beschermd stads- of dorpsgezicht,2004/03/04,5.372,50.870,Kortessem
Gesloten hoeve: omgeving van de dwarsschuur,Beschermd stads- of dorpsgezicht,2008/04/15,5.396,50.863,Kortessem
Vakwerkhoeve: varkensstallen en omgeving,Beschermd stads- of dorpsgezicht,2008/04/15,5.366,50.876,Kortessem
Begraafplaats met kerkhofkapel,Beschermd stads- of dorpsgezicht,1986/07/15,5.407,50.840,Kortessem
Kasteel Printhagen: kasteel en kasteelhoeve met omgeving,Beschermd stads- of dorpsgezicht,1986/06/12,5.364,50.867,Kortessem
"Onze-Lieve-Vrouwkapel, hoeve Boswinning en omgeving",Beschermd stads- of dorpsgezicht,1994/05/09,5.080,50.842,Zoutleeuw
Citadel van Zoutleeuw,Beschermd stads- of dorpsgezicht,1987/01/12,5.101,50.828,Zoutleeuw
Kasseiweg Koepoortstraat,Beschermd stads- of dorpsgezicht,1987/01/12,5.094,50.823,Zoutleeuw
Sint-Laurentiuskapel met omgeving,Beschermd stads- of dorpsgezicht,1993/11/30,5.086,50.821,Zoutleeuw
Grote Markt en omgeving,Beschermd cultuurhistorisch landschap,1973/10/18,5.103,50.833,Zoutleeuw
Stadskern Zoutleeuw,Beschermd stads- of dorpsgezicht,1994/06/22,5.103,50.833,Zoutleeuw
"Parochiekerk Sint-Martinus, pastorie, kosterswoning en omgeving",Beschermd stads- of dorpsgezicht,1987/01/12,5.102,50.810,Zoutleeuw
Pastorie Sint-Odulphusparochie en omgeving,Beschermd stads- of dorpsgezicht,1994/06/07,5.128,50.823,Zoutleeuw
Kasteel van Dormaal en watermolen met omgeving,Beschermd stads- of dorpsgezicht,1996/07/18,5.101,50.806,Zoutleeuw
Watermolen Staeyenmolen en omgeving,Beschermd stads- of dorpsgezicht,1997/10/16,5.162,50.813,Sint-Truiden
Begijnhof: conventhuis,Beschermd cultuurhistorisch landschap,1974/04/12,5.194,50.821,Sint-Truiden
Begijnhof: begijnenhuis,Beschermd cultuurhistorisch landschap,1974/04/12,5.194,50.820,Sint-Truiden
Begijnhof: begijnenhuis,Beschermd cultuurhistorisch landschap,1974/04/12,5.193,50.821,Sint-Truiden
Begijnhof: begijnenhuis,Beschermd cultuurhistorisch landschap,1974/04/12,5.193,50.821,Sint-Truiden
Begijnhof: begijnenhuis,Beschermd cultuurhistorisch landschap,1974/04/12,5.193,50.821,Sint-Truiden
Begijnhof: begijnenhuis,Beschermd cultuurhistorisch landschap,1974/04/12,5.193,50.821,Sint-Truiden
Begijnhof: begijnenhuis,Beschermd cultuurhistorisch landschap,1974/04/12,5.193,50.821,Sint-Truiden
Begijnhof: begijnenhuis,Beschermd cultuurhistorisch landschap,1974/04/12,5.193,50.821,Sint-Truiden
Begijnhof: Torenhuis,Beschermd cultuurhistorisch landschap,1974/04/12,5.193,50.821,Sint-Truiden
Begijnhof: begijnenhuis,Beschermd cultuurhistorisch landschap,1974/04/12,5.193,50.821,Sint-Truiden
Begijnhof: begijnenhuis gedateerd 1690,Beschermd cultuurhistorisch landschap,1974/04/12,5.193,50.821,Sint-Truiden
Begijnhof: begijnenhuis,Beschermd cultuurhistorisch landschap,1974/04/12,5.193,50.821,Sint-Truiden
Begijnhof: perceel,Beschermd cultuurhistorisch landschap,1974/04/12,5.193,50.821,Sint-Truiden
Begijnhof: perceel,Beschermd cultuurhistorisch landschap,1974/04/12,5.193,50.821,Sint-Truiden
Begijnhof: hoekperceel,Beschermd cultuurhistorisch landschap,1974/04/12,5.192,50.821,Sint-Truiden
Begijnhof: begijnenhuis,Beschermd cultuurhistorisch landschap,1974/04/12,5.193,50.822,Sint-Truiden
Begijnhof: burgerhuis,Beschermd cultuurhistorisch landschap,1974/04/12,5.193,50.821,Sint-Truiden
Begijnhof: hoekperceel,Beschermd cultuurhistorisch landschap,1974/04/12,5.193,50.821,Sint-Truiden
Begijnhof: perceel,Beschermd cultuurhistorisch landschap,1974/04/12,5.193,50.821,Sint-Truiden
Begijnhof: begijnenhuis,Beschermd cultuurhistorisch landschap,1974/04/12,5.193,50.822,Sint-Truiden
Begijnhof: begijnenhuis,Beschermd cultuurhistorisch landschap,1974/04/12,5.194,50.822,Sint-Truiden
Begijnhof: perceel,Beschermd cultuurhistorisch landschap,1974/04/12,5.194,50.822,Sint-Truiden
Begijnhof: godshuis Heilige Drievuldigheid,Beschermd cultuurhistorisch landschap,1974/04/12,5.194,50.822,Sint-Truiden
Begijnhof: begijnenhuis,Beschermd cultuurhistorisch landschap,1974/04/12,5.195,50.822,Sint-Truiden
Begijnhof: begijnenhuis,Beschermd cultuurhistorisch landschap,1974/04/12,5.195,50.822,Sint-Truiden
Begijnhof: begijnenhuis,Beschermd cultuurhistorisch landschap,1974/04/12,5.195,50.822,Sint-Truiden
Begijnhof: begijnenhuis,Beschermd cultuurhistorisch landschap,1974/04/12,5.195,50.822,Sint-Truiden
Begijnhof: begijnenhuis,Beschermd cultuurhistorisch landschap,1974/04/12,5.195,50.822,Sint-Truiden
Begijnhof: begijnenhuis,Beschermd cultuurhistorisch landschap,1974/04/12,5.194,50.821,Sint-Truiden
Begijnhof: begijnenhuis,Beschermd cultuurhistorisch landschap,1974/04/12,5.195,50.821,Sint-Truiden
Begijnhof: begijnenhuis,Beschermd cultuurhistorisch landschap,1974/04/12,5.195,50.821,Sint-Truiden
Begijnhof: straatje naar infirmerie,Beschermd cultuurhistorisch landschap,1974/04/12,5.194,50.821,Sint-Truiden
Begijnhof: perceel,Beschermd cultuurhistorisch landschap,1974/04/12,5.194,50.821,Sint-Truiden
Begijnhof: conventhuis,Beschermd cultuurhistorisch landschap,1974/04/12,5.194,50.821,Sint-Truiden
Begijnhof: conventhuis,Beschermd cultuurhistorisch landschap,1974/04/12,5.194,50.821,Sint-Truiden
Begijnhof: conventhuis,Beschermd cultuurhistorisch landschap,1974/04/12,5.194,50.821,Sint-Truiden
Begijnhof: hoekhuis gedateerd 1723,Beschermd cultuurhistorisch landschap,1974/04/12,5.194,50.821,Sint-Truiden
Begijnhof: begijnenhuis gedateerd 1722,Beschermd cultuurhistorisch landschap,1974/04/12,5.194,50.821,Sint-Truiden
Begijnhof: begijnenhuis gedateerd 1721,Beschermd cultuurhistorisch landschap,1974/04/12,5.194,50.821,Sint-Truiden
Begijnhof: begijnenhuis,Beschermd cultuurhistorisch landschap,1974/04/12,5.194,50.821,Sint-Truiden
Begijnhof: portierswoning en begijnhofhoeve,Beschermd cultuurhistorisch landschap,1974/04/12,5.194,50.821,Sint-Truiden
"Erfgoedlandschap Dorpengeheel Groot-Gelmen, Engelmanshoeve, Gelinden",Erfgoedlandschap,2011/11/01,5.266,50.763,Sint-Truiden
Parochiekerk Sint-Quintinus: kerkhof,Beschermd stads- of dorpsgezicht,1998/02/13,5.263,50.767,Sint-Truiden
Watermolen Elsbroekmolen met omgeving,Beschermd stads- of dorpsgezicht,1993/11/18,5.160,50.856,Sint-Truiden
Tumulus op het Tomveld met omgeving,Beschermd stads- of dorpsgezicht,1979/03/13,5.243,50.793,Sint-Truiden
Begijnhof: deel van infirmerie,Beschermd cultuurhistorisch landschap,1974/04/12,5.194,50.821,Sint-Truiden
Begijnhof: infirmerie,Beschermd cultuurhistorisch landschap,1974/04/12,5.194,50.821,Sint-Truiden
Begijnhof: perceel,Beschermd cultuurhistorisch landschap,1974/04/12,5.193,50.822,Sint-Truiden
Begijnhof: perceel rond begijnhofkerk,Beschermd cultuurhistorisch landschap,1974/04/12,5.194,50.822,Sint-Truiden
Begijnhof: omgeving pastorie,Beschermd cultuurhistorisch landschap,1974/04/12,5.195,50.820,Sint-Truiden
Begijnhof: pastorie,Beschermd cultuurhistorisch landschap,1974/04/12,5.195,50.820,Sint-Truiden
Korensteeg en gebouwen met omgeving,Beschermd stads- of dorpsgezicht,1981/10/16,5.185,50.816,Sint-Truiden
Basiliek Onze-Lieve-Vrouw-Hemelvaart met omgeving,Beschermd cultuurhistorisch landschap,1973/11/13,5.240,50.858,Sint-Truiden
Watermolen en hoeve Hoog Molen: omgeving,Beschermd cultuurhistorisch landschap,1975/05/27,5.232,50.821,Sint-Truiden
Kasteel van Kerkom met omgeving,Beschermd stads- of dorpsgezicht,1979/10/04,5.183,50.777,Sint-Truiden
Kapel van de Bruine Onze-Lieve-Vrouw met omgeving,Beschermd stads- of dorpsgezicht,1980/08/19,5.167,50.781,Sint-Truiden
Kasteeldomein Terbiest,Beschermd stads- of dorpsgezicht,1981/11/30,5.208,50.828,Sint-Truiden
Kasteel van Schoor met omgeving,Beschermd stads- of dorpsgezicht,1984/06/20,5.123,50.787,Sint-Truiden
Speelhof en omgeving,Beschermd stads- of dorpsgezicht,1986/10/13,5.191,50.824,Sint-Truiden
Watermolen Hornemolen met omgeving,Beschermd stads- of dorpsgezicht,1993/11/18,5.191,50.831,Sint-Truiden
Parochiekerk Onze-Lieve-Vrouw Ten Hemel Opneming met kerkhof,Beschermd stads- of dorpsgezicht,1996/03/09,5.165,50.833,Sint-Truiden
Parochiekerk Onze-Lieve-Vrouw-Bezoeking met omgeving,Beschermd stads- of dorpsgezicht,1996/05/10,5.143,50.819,Sint-Truiden
Stedelijke begraafplaats,Beschermd stads- of dorpsgezicht,2001/11/20,5.194,50.819,Sint-Truiden
Commanderij van Bernissem en omgeving,Beschermd stads- of dorpsgezicht,1982/06/29,5.220,50.828,Sint-Truiden
Abdijsite benedictijnenabdij Sint-Trudo en Academiezaal,Beschermd stads- of dorpsgezicht,1986/07/30,5.188,50.817,Sint-Truiden
Watermolen Grevensmolen en omgeving,Beschermd stads- of dorpsgezicht,1981/04/15,5.168,50.825,Sint-Truiden
Kapel van Guvelingen en kerkhof,Beschermd cultuurhistorisch landschap,1939/02/20,5.187,50.829,Sint-Truiden
Dorpskern Zepperen,Beschermd stads- of dorpsgezicht,1983/07/28,5.247,50.822,Sint-Truiden
Herberg De Zwaan met omgeving,Beschermd stads- of dorpsgezicht,1991/06/14,5.265,50.782,Sint-Truiden
Minderbroedersklooster,Beschermd stads- of dorpsgezicht,1987/01/21,5.186,50.814,Sint-Truiden
Parochiekerk Salvator Mundi: kerkhof,Beschermd stads- of dorpsgezicht,1998/10/01,5.199,50.831,Sint-Truiden
Pastorie Salvator Mundiparochie met omgeving,Beschermd stads- of dorpsgezicht,1978/12/08,5.200,50.832,Sint-Truiden
Mergelontsluitingen van Overbroek,Beschermd cultuurhistorisch landschap,2003/05/20,5.267,50.761,Sint-Truiden
Landhuis Wit Kasteel en omgeving,Beschermd stads- of dorpsgezicht,1980/02/12,5.175,50.779,Sint-Truiden
Donjon van Brustem met omgeving,Beschermd cultuurhistorisch landschap,1956/03/28,5.218,50.802,Sint-Truiden
Kasteel van Kortenbos: omgeving,Beschermd stads- of dorpsgezicht,1985/03/28,5.238,50.859,Sint-Truiden
Begijnhof: franje,Beschermd stads- of dorpsgezicht,2005/05/12,5.195,50.822,Sint-Truiden
Begijnhof: landbouwterrein tussen begijnhof en dreef naar het Speelhof,Beschermd stads- of dorpsgezicht,2005/05/12,5.195,50.826,Sint-Truiden
Begijnhof: begijnenhuis gedateerd 1734,Beschermd cultuurhistorisch landschap,1974/04/12,5.195,50.821,Sint-Truiden
Parochiekerk Sint-Agatha met kerkhof,Beschermd stads- of dorpsgezicht,1987/01/12,5.311,50.818,Wellen
Watermolensite Pexters met omgeving,Beschermd stads- of dorpsgezicht,1993/10/26,5.309,50.815,Wellen
Omhaagde kapelsite met boomgaard,Beschermd stads- of dorpsgezicht,1999/12/10,5.302,50.827,Wellen
Sint-Rochusbrouwerij Hayen-Bomal: omgeving,Beschermd stads- of dorpsgezicht,2001/11/20,5.308,50.840,Wellen
Wellermolen op de Herk met omgeving en hoeve Het Kasteeltje,Beschermd stads- of dorpsgezicht,1993/10/26,5.335,50.838,Wellen
Langgestrekte hoeve: omgeving,Beschermd stads- of dorpsgezicht,2004/03/04,5.324,50.859,Wellen
Dorpskern Ulbeek,Beschermd stads- of dorpsgezicht,2004/06/09,5.309,50.841,Wellen
Hoeve Devries: omgeving,Beschermd stads- of dorpsgezicht,2007/11/23,5.339,50.844,Wellen
Semi-gesloten hoeve: omgeving,Beschermd stads- of dorpsgezicht,2007/11/23,5.354,50.852,Wellen
L-vormige hoeve,Beschermd stads- of dorpsgezicht,2007/11/23,5.324,50.836,Wellen
L-vormige hoeve: agrarische omgeving en hoeve Bunderkuil,Beschermd stads- of dorpsgezicht,2007/11/23,5.354,50.864,Wellen
"Hoeve: versteende delen, erf en tuin",Beschermd stads- of dorpsgezicht,2007/11/23,5.327,50.841,Wellen
Vakwerkhoeve: omgeving en langgestrekte hoeve,Beschermd stads- of dorpsgezicht,2007/11/23,5.322,50.835,Wellen
"Hoeve met losse bestanddelen: bijgebouwen, tuin en agrarische omgeving",Beschermd stads- of dorpsgezicht,2007/11/23,5.308,50.850,Wellen
U-vormige hoeve: omgeving,Beschermd stads- of dorpsgezicht,2007/11/23,5.320,50.846,Wellen
Hoeve: omgeving,Beschermd stads- of dorpsgezicht,2007/11/23,5.326,50.844,Wellen
Dorpskern Orsmaal,Beschermd stads- of dorpsgezicht,2000/06/13,5.062,50.805,Linter
Watermolen Geensmolen met omgeving,Beschermd stads- of dorpsgezicht,1994/03/02,5.047,50.840,Linter
Gesloten hoeve: omgeving,Beschermd stads- of dorpsgezicht,2002/06/14,5.055,50.794,Linter
Restanten gravenburcht: heuvel en gracht,Beschermd stads- of dorpsgezicht,2003/11/13,5.344,50.801,Borgloon
Abdijsite Kolen - Kolenberg,Beschermd cultuurhistorisch landschap,2001/06/29,5.354,50.816,Borgloon
"Rode Hoeve, boswachterswoning, kapel en kruis: omgeving",Beschermd stads- of dorpsgezicht,2003/12/10,5.382,50.785,Borgloon
Parochiekerk Sint-Pieter: kerkhof,Beschermd stads- of dorpsgezicht,2000/12/08,5.400,50.794,Borgloon
Hoeve Martin: agrarische omgeving,Beschermd stads- of dorpsgezicht,2004/12/25,5.395,50.806,Borgloon
"Kasteel van Opleeuw: omgeving, kasteeldreef en park",Beschermd stads- of dorpsgezicht,2004/03/01,5.383,50.822,Borgloon
Gesloten hoeve Oude Winning: agrarische omgeving,Beschermd stads- of dorpsgezicht,2004/03/01,5.377,50.833,Borgloon
Gotem: agrarische omgeving Fonteinhof en dorpskern,Beschermd stads- of dorpsgezicht,2003/07/09,5.309,50.803,Borgloon
Parochiekerk Sint-Vedastus en pastorie met omgeving,Beschermd stads- of dorpsgezicht,1981/11/20,5.285,50.812,Borgloon
