NAAM,TYPE_NAAM,GELD_START,LON,LAT,GEMEENTE
Dorpsschool: speelplaats,Beschermd stads- of dorpsgezicht,1998/05/25,3.927,50.817,Geraardsbergen
Gebied tussen Guilleminbrug en stuwsluis van de Dender,Beschermd cultuurhistorisch landschap,1942/08/28,3.880,50.768,Geraardsbergen
Rijksmiddelbare school met omgeving,Beschermd stads- of dorpsgezicht,1981/05/25,3.879,50.772,Geraardsbergen
Oudeberg en omgeving,Beschermd cultuurhistorisch landschap,1940/03/08,3.891,50.772,Geraardsbergen
Herenhuis Geeraard met tuin,Beschermd stads- of dorpsgezicht,1983/02/03,3.876,50.771,Geraardsbergen
Sint-Adriaansabdij,Beschermd stads- of dorpsgezicht,1984/12/18,3.885,50.775,Geraardsbergen
Onze-Lieve-Vrouwhospitaal met omgeving,Beschermd stads- of dorpsgezicht,1985/04/23,3.878,50.771,Geraardsbergen
Kasteeldomein van Boelare,Beschermd stads- of dorpsgezicht,1987/07/01,3.879,50.781,Geraardsbergen
Station Zandbergen met omgeving,Beschermd stads- of dorpsgezicht,1991/06/20,3.958,50.807,Geraardsbergen
Brandstraat,Beschermd stads- of dorpsgezicht,1994/03/10,3.882,50.771,Geraardsbergen
Bebouwing deel Markt en Duivenstraat,Beschermd stads- of dorpsgezicht,1994/03/10,3.882,50.771,Geraardsbergen
Boerenhol met Dierkosttoren,Beschermd stads- of dorpsgezicht,1994/03/10,3.884,50.771,Geraardsbergen
Priorij Hunnegem,Beschermd stads- of dorpsgezicht,2017/04/19,3.875,50.767,Geraardsbergen
Parochiekerk Sint-Pieters-Banden: kerkhof en kerkhofmuur,Beschermd cultuurhistorisch landschap,1976/04/29,3.895,50.822,Geraardsbergen
Parochiekerk Sint-Mattheus met omgeving,Beschermd cultuurhistorisch landschap,1974/07/25,3.918,50.813,Geraardsbergen
Dorpskern Neerijse,Beschermd stads- of dorpsgezicht,2003/08/21,4.626,50.818,Huldenberg
Kasteel Van der Vorst en watermolen met omgeving.,Beschermd stads- of dorpsgezicht,1994/03/10,4.610,50.806,Huldenberg
Kasteel Vander Vorst: omgeving,Beschermd stads- of dorpsgezicht,1999/03/18,4.607,50.803,Huldenberg
Dorpskern Sint-Agatha-Rode,Beschermd stads- of dorpsgezicht,1979/07/03,4.634,50.786,Huldenberg
Omgeving van de hoeven Hinnemeure en Celongaet,Beschermd stads- of dorpsgezicht,1996/09/13,4.635,50.799,Huldenberg
Grootbroek,Beschermd cultuurhistorisch landschap,1978/01/23,4.642,50.787,Huldenberg
Kasteel d’ Overschie met omgeving,Beschermd stads- of dorpsgezicht,1978/11/27,4.636,50.816,Huldenberg
Hoeve Molenhof en omgeving,Beschermd stads- of dorpsgezicht,1979/06/26,4.581,50.789,Huldenberg
Langbed De Tomme,Beschermd cultuurhistorisch landschap,1974/10/15,4.637,50.747,Huldenberg
Vossekouter,Beschermd cultuurhistorisch landschap,1980/05/09,4.597,50.776,Huldenberg
Milanenkapel met kapelhof en dreef,Beschermd stads- of dorpsgezicht,2017/05/05,3.338,50.802,Zwevegem
Grandvalbos en Kooigembos,Beschermd cultuurhistorisch landschap,1982/07/02,3.347,50.748,Zwevegem
Historische hoeve Roden Duifhuize met omgeving,Beschermd stads- of dorpsgezicht,1983/02/23,3.379,50.758,Zwevegem
Erfgoedlandschap Nederaalbeek,Erfgoedlandschap,2018/05/11,3.637,50.802,Maarkedal
Watermolen Romansmolen met omgeving,Beschermd stads- of dorpsgezicht,1994/02/17,3.654,50.817,Maarkedal
Acht kapellen met omgeving,Beschermd stads- of dorpsgezicht,1997/10/16,3.677,50.773,Maarkedal
Sint-Vincentiuskapel: omgeving,Beschermd cultuurhistorisch landschap,1976/11/09,3.655,50.823,Maarkedal
Parochiekerk Sint-Pieter: kerkhof,Beschermd cultuurhistorisch landschap,1976/11/18,3.649,50.797,Maarkedal
Parochiekerk Sint-Pieter en omgeving,Beschermd stads- of dorpsgezicht,1981/01/13,3.679,50.807,Maarkedal
Het Burreken,Beschermd cultuurhistorisch landschap,1981/12/17,3.699,50.808,Maarkedal
Wilderkasteel: omgeving en bomen,Beschermd cultuurhistorisch landschap,1974/03/26,4.282,50.797,Sint-Pieters-Leeuw
Kasteel De Helle: park,Beschermd stads- of dorpsgezicht,1997/02/03,4.299,50.789,Sint-Pieters-Leeuw
Watermolen van Volsem met omgeving,Beschermd stads- of dorpsgezicht,2003/10/15,4.245,50.784,Sint-Pieters-Leeuw
Hof te Nederloo met omgeving,Beschermd cultuurhistorisch landschap,1953/04/13,4.216,50.803,Sint-Pieters-Leeuw
Parochiekerk Sint-Pieter met omringend kerkhof,Beschermd cultuurhistorisch landschap,1948/05/31,4.244,50.779,Sint-Pieters-Leeuw
Kasteeldomein van Bossuit: park en dreef,Beschermd stads- of dorpsgezicht,1995/06/09,3.400,50.748,Avelgem
Spinnerij Leurent met onmiddellijke omgeving,Beschermd stads- of dorpsgezicht,2000/12/08,3.443,50.769,Avelgem
Voldersveldhoeve met omgeving,Beschermd stads- of dorpsgezicht,1985/11/25,3.493,50.798,Avelgem
Parochiekerk Sint-Pieters met omgeving,Beschermd stads- of dorpsgezicht,1983/07/28,3.430,50.755,Avelgem
Windmolen Decoster met omgeving,Beschermd stads- of dorpsgezicht,1994/01/28,3.431,50.760,Avelgem
Banbrouwerij de Oude Kam: omgeving,Beschermd stads- of dorpsgezicht,2004/03/15,4.114,50.796,Gooik
Kasteel van Heetvelde en omgeving,Beschermd cultuurhistorisch landschap,1969/08/12,4.054,50.783,Gooik
Erfgoedlandschap Kasteel van Saffelberg,Erfgoedlandschap,2012/01/18,4.122,50.806,Gooik
Erfgoedlandschap Kasteelhoeve Oplombeek,Erfgoedlandschap,2012/01/18,4.119,50.808,Gooik
Parochiekerk Sint-Niklaas: kerkhof,Beschermd cultuurhistorisch landschap,1976/11/18,4.118,50.795,Gooik
Dorpskern Leerbeek,Beschermd stads- of dorpsgezicht,2000/12/08,4.119,50.775,Gooik
Hoeve Van Reepinghens Huizeke: omgeving,Beschermd stads- of dorpsgezicht,2003/08/21,4.088,50.761,Gooik
Villa Tremouroux-Dumont en omgeving,Beschermd stads- of dorpsgezicht,1990/02/06,4.908,50.784,Hoegaarden
Watermolen Celismolen met omgeving,Beschermd stads- of dorpsgezicht,1994/07/19,4.906,50.781,Hoegaarden
Dorpskern Meldert,Beschermd stads- of dorpsgezicht,1981/04/15,4.838,50.788,Hoegaarden
Kasteel van Meldert: kasteeldomein,Beschermd stads- of dorpsgezicht,1993/01/14,4.835,50.782,Hoegaarden
Sint-Servatiuskapel: omgeving,Beschermd cultuurhistorisch landschap,1975/07/04,4.915,50.781,Hoegaarden
Kapittelhuis en Hoeve Arendsnest met omgeving,Beschermd stads- of dorpsgezicht,2014/12/19,4.889,50.772,Hoegaarden
Parochiekerk Sint-Jan in d'Olie: kerkhof en kerkhofmuur,Beschermd cultuurhistorisch landschap,1975/10/29,3.571,50.789,Kluisbergen
Dorpskom Kwaremont,Beschermd stads- of dorpsgezicht,1982/04/20,3.523,50.777,Kluisbergen
Dorpskom Berchem,Beschermd stads- of dorpsgezicht,1997/09/19,3.510,50.790,Kluisbergen
Hoeve Hof ter Planken met watermolen: omgeving,Beschermd stads- of dorpsgezicht,1994/07/19,3.538,50.776,Kluisbergen
Parochiekerk Sint-Niklaas met omgeving,Beschermd cultuurhistorisch landschap,1945/12/31,4.317,50.787,Drogenbos
Woning Felix De Boeck met omgeving,Beschermd stads- of dorpsgezicht,1994/12/19,4.314,50.790,Drogenbos
Dorpskern Overijse,Beschermd stads- of dorpsgezicht,1980/10/16,4.538,50.772,Overijse
Koningsberg,Beschermd cultuurhistorisch landschap,1977/10/18,4.547,50.782,Overijse
Serristenwoningen met omgeving,Beschermd stads- of dorpsgezicht,1995/06/08,4.536,50.775,Overijse
Justus Lipsiushuis met omgevende tuin,Beschermd cultuurhistorisch landschap,1975/02/24,4.538,50.774,Overijse
Boerenwoning met onmiddellijke omgeving,Beschermd stads- of dorpsgezicht,1982/09/22,4.597,50.770,Overijse
Begijnhofkapel en omgeving,Beschermd cultuurhistorisch landschap,1951/03/15,4.536,50.770,Overijse
Sanatorium Joseph Lemaire met omgeving,Beschermd stads- of dorpsgezicht,1993/12/13,4.576,50.752,Overijse
Dorpskern Bogaarden,Beschermd stads- of dorpsgezicht,1994/06/07,4.134,50.741,Pepingen
Landhuis Devalckeneer-Pilette met omgeving,Beschermd stads- of dorpsgezicht,1986/06/03,4.152,50.755,Pepingen
Dorpskern Pepingen,Beschermd stads- of dorpsgezicht,1986/06/03,4.160,50.759,Pepingen
Hoeven Cantimpré en Hof ter Kammen met omgeving,Beschermd stads- of dorpsgezicht,1982/09/22,4.150,50.744,Pepingen
Moulliebos-Daleveld,Beschermd cultuurhistorisch landschap,2001/06/27,4.159,50.733,Pepingen
Boerenarbeiderswoningen: omgeving,Beschermd stads- of dorpsgezicht,1997/03/15,3.603,50.752,Ronse
Bruul en omgeving,Beschermd stads- of dorpsgezicht,1992/11/25,3.602,50.749,Ronse
"Parochiekerk Sint-Martinus, pastorie en omgeving",Beschermd stads- of dorpsgezicht,1981/06/11,3.603,50.745,Ronse
Watermolen Brembosmolen met omgeving,Beschermd stads- of dorpsgezicht,1987/01/16,3.636,50.756,Ronse
Villa Carpentier met tuin,Beschermd stads- of dorpsgezicht,1983/06/22,3.570,50.740,Ronse
Congoberg,Beschermd cultuurhistorisch landschap,1976/02/05,4.007,50.769,Galmaarden
Pauwelhoeve met omgeving,Beschermd stads- of dorpsgezicht,1979/06/21,3.943,50.755,Galmaarden
Watermolensite Driscartmolen met omgeving,Beschermd stads- of dorpsgezicht,1994/03/10,3.964,50.753,Galmaarden
Parochiekerk Sint-Martinus: kerkhof,Beschermd stads- of dorpsgezicht,2000/05/15,4.006,50.740,Galmaarden
Afspanning Hof de Hoge Poort: omgeving,Beschermd stads- of dorpsgezicht,2009/06/08,4.005,50.742,Galmaarden
Parochiekerk Sint-Pieter: kerkhof,Beschermd cultuurhistorisch landschap,1976/11/04,3.971,50.753,Galmaarden
Zoniënwoud en Kapucijnenbos,Beschermd cultuurhistorisch landschap,1959/12/02,4.451,50.778,Hoeilaart
Pastorie Sint-Goriksparochie met omgeving,Beschermd stads- of dorpsgezicht,1981/11/24,4.298,50.729,Beersel
Hoeve Rood Kloosterken: omgeving,Beschermd cultuurhistorisch landschap,1975/11/10,4.298,50.737,Beersel
Feodaal kasteel van Beersel met omgeving,Beschermd cultuurhistorisch landschap,1934/03/28,4.300,50.766,Beersel
Omgeving van weg nummer 6 (De Beuken),Beschermd cultuurhistorisch landschap,1940/03/08,4.306,50.766,Beersel
Meigemheide: fase 1,Beschermd cultuurhistorisch landschap,1978/02/16,4.322,50.757,Beersel
Meigemheide: deel 'De Cluts' fase 1,Beschermd cultuurhistorisch landschap,1984/05/18,4.311,50.753,Beersel
Meigemheide: fase 2,Beschermd cultuurhistorisch landschap,1981/04/02,4.311,50.743,Beersel
Meigemheide: deel 'De Cluts' fase 2,Beschermd cultuurhistorisch landschap,1993/05/12,4.311,50.752,Beersel
Sint-Victorinstituut: onderwijsgebouwen met steegje,Beschermd stads- of dorpsgezicht,2001/06/14,4.335,50.742,Beersel
Dorpskern Alsemberg,Beschermd stads- of dorpsgezicht,2004/03/04,4.336,50.743,Beersel
Het Stenen Hof: omgeving,Beschermd stads- of dorpsgezicht,2003/05/21,4.293,50.731,Beersel
Hoeve Padenborre: omgeving,Beschermd cultuurhistorisch landschap,1976/10/14,4.291,50.752,Beersel
Kartonfabriek Winderickx: omgeving,Beschermd cultuurhistorisch landschap,1979/01/24,4.317,50.733,Beersel
Pastorie Sint-Sebastianusparochie: tuin,Beschermd stads- of dorpsgezicht,1995/04/07,4.334,50.772,Linkebeek
Perckhoeve: omgeving,Beschermd cultuurhistorisch landschap,1978/12/29,4.360,50.769,Linkebeek
"Parochiekerk Sint-Sebastianus met kerkhof, omheiningsmuur en toegangstrappen",Beschermd cultuurhistorisch landschap,1953/08/13,4.336,50.772,Linkebeek
Wijnbrondal,Beschermd cultuurhistorisch landschap,1979/09/27,4.340,50.770,Linkebeek
Erfgoedlandschap 't Kriekske,Erfgoedlandschap,2017/02/24,4.285,50.715,Halle
Krabbos,Beschermd cultuurhistorisch landschap,1941/06/12,4.273,50.728,Halle
Kerksite Essenbeek met omliggend stratenpatroon,Beschermd stads- of dorpsgezicht,2001/02/23,4.259,50.719,Halle
Maasdalbos,Beschermd cultuurhistorisch landschap,1984/08/16,4.254,50.710,Halle
"Kasteel van Budingen, kasteelhoeve en Hof Te Wedem: omgeving",Beschermd cultuurhistorisch landschap,1980/08/12,4.205,50.768,Halle
"Erfgoedlandschap Hallerbos, Lembeekbos, Maasdalbos (deels)",Erfgoedlandschap,2015/12/04,4.252,50.700,Halle
Kapel met twee platanen,Beschermd cultuurhistorisch landschap,1948/05/31,4.229,50.725,Halle
Hoeve Hof Cottem en hoeves met omgeving,Beschermd stads- of dorpsgezicht,1981/07/01,4.188,50.718,Halle
Stadskern Halle,Beschermd stads- of dorpsgezicht,1994/10/17,4.236,50.736,Halle
Hoeve Hof te Lorik met omgeving,Beschermd stads- of dorpsgezicht,2005/05/12,4.202,50.737,Halle
Hoeve Hof ten Hout met omgeving,Beschermd stads- of dorpsgezicht,1981/11/16,4.355,50.736,Sint-Genesius-Rode
Zevenborren,Beschermd cultuurhistorisch landschap,1947/10/20,4.326,50.722,Sint-Genesius-Rode
Hoeve Hof ten Berg: omgeving,Beschermd cultuurhistorisch landschap,1976/10/15,4.368,50.739,Sint-Genesius-Rode
Blarethoeve met omgeving,Beschermd stads- of dorpsgezicht,1981/11/16,4.396,50.741,Sint-Genesius-Rode
Tuinwijk Pompe-Rubbers,Beschermd stads- of dorpsgezicht,1996/04/02,4.369,50.751,Sint-Genesius-Rode
Hoeve Hof te Lansrode en Sint-Annahoeve met omgeving,Beschermd stads- of dorpsgezicht,1980/08/22,4.375,50.744,Sint-Genesius-Rode
Hoeve Hof te Kreftenbroek met omgeving,Beschermd stads- of dorpsgezicht,1981/11/16,4.363,50.753,Sint-Genesius-Rode
Hoeve Hof te Rode met omgeving,Beschermd stads- of dorpsgezicht,1981/11/16,4.365,50.750,Sint-Genesius-Rode
Kasteeldomein van Revelingen en Sint-Gertrudishoeve met omgevende landerijen,Beschermd stads- of dorpsgezicht,1982/04/16,4.357,50.726,Sint-Genesius-Rode
Belgisch Tolkantoor met omgeving,Beschermd stads- of dorpsgezicht,1993/04/21,3.806,51.209,Zelzate
Middeleeuwse sluistoren met kaaimuren en omgeving,Beschermd stads- of dorpsgezicht,1979/03/28,4.472,50.967,Zemst
Pastorie Sint-Clemensparochie: tuin en levensboom,Beschermd cultuurhistorisch landschap,1976/01/13,4.458,50.962,Zemst
Kasteel Nieuwenhuizen met omgeving,Beschermd cultuurhistorisch landschap,1976/01/13,4.499,50.994,Zemst
Dorent-Nelebroek,Beschermd cultuurhistorisch landschap,1985/11/20,4.441,50.953,Zemst
Liefkensdreef,Beschermd cultuurhistorisch landschap,1976/07/09,4.511,50.995,Zemst
Domein Hofstade: noordelijk gedeelte Rijksdomein en Molenheide,Beschermd cultuurhistorisch landschap,1977/03/09,4.515,50.991,Zemst
Parochiekerk Sint-Antonius: kerkhof,Beschermd cultuurhistorisch landschap,1975/10/22,4.464,50.950,Vilvoorde
Refugiehuis Abtsherberge: tuin,Beschermd stads- of dorpsgezicht,2000/02/03,4.427,50.927,Vilvoorde
Domein Drie Fonteinen,Beschermd cultuurhistorisch landschap,1976/06/09,4.413,50.918,Vilvoorde
"Meisjeskostschool Les Peupliers: onderwijsgebouwen, restanten tuin en omheiningsmuur",Beschermd stads- of dorpsgezicht,1999/03/18,4.432,50.929,Vilvoorde
Hoeve Monnikhof en Steenhoeve met omgeving,Beschermd stads- of dorpsgezicht,1982/09/22,4.466,50.950,Vilvoorde
Monnikhof met omgeving,Beschermd stads- of dorpsgezicht,1982/12/15,4.426,50.928,Vilvoorde
Senecaberg,Beschermd stads- of dorpsgezicht,1981/09/18,4.410,50.928,Grimbergen
Dorpskern Grimbergen,Beschermd stads- of dorpsgezicht,1997/02/17,4.370,50.934,Grimbergen
Abdijhoeve Hof ter Biest met omgeving,Beschermd stads- of dorpsgezicht,1980/07/09,4.357,50.937,Grimbergen
Hoeve Hof ter Weerde met omgeving,Beschermd stads- of dorpsgezicht,1980/07/09,4.359,50.928,Grimbergen
Kasteeldomein Het Lintkasteel met omgeving,Beschermd stads- of dorpsgezicht,1980/07/09,4.389,50.955,Grimbergen
Kasteeldomein Het Prinsenhof,Beschermd stads- of dorpsgezicht,1980/07/09,4.371,50.929,Grimbergen
Maalbeekvallei,Beschermd stads- of dorpsgezicht,1980/07/09,4.372,50.936,Grimbergen
Hoeve Kloosterhof: omgeving,Beschermd stads- of dorpsgezicht,1994/04/22,3.186,50.802,Wevelgem
Molensite windmolen De Grote Macht,Beschermd stads- of dorpsgezicht,1996/03/19,3.141,50.821,Wevelgem
Sint-Elisabethbegijnhof: omgeving,Beschermd stads- of dorpsgezicht,2003/08/21,3.269,50.829,Kortrijk
Kasteeldomein van Heule: park,Beschermd stads- of dorpsgezicht,2004/04/30,3.231,50.843,Kortrijk
Newfoundland gedenkteken met omgeving,Beschermd cultuurhistorisch landschap,1942/12/23,3.285,50.839,Kortrijk
Kasteeldomein van Rollegem: park,Beschermd stads- of dorpsgezicht,1992/06/17,3.260,50.773,Kortrijk
Landhuis Willems mote: park,Beschermd stads- of dorpsgezicht,1996/07/18,3.283,50.809,Kortrijk
Park De Groeningepoort,Beschermd stads- of dorpsgezicht,1998/06/08,3.275,50.829,Kortrijk
School Onze-Lieve-Vrouw ter Engelen: tuin,Beschermd stads- of dorpsgezicht,2003/08/21,3.273,50.831,Kortrijk
Kasteeldomein Blommeghem: park,Beschermd stads- of dorpsgezicht,2004/04/30,3.231,50.806,Kortrijk
Landhuis 't Hooghe met park,Beschermd stads- of dorpsgezicht,2003/05/28,3.280,50.805,Kortrijk
Buitengoed Patersmote met omgeving,Beschermd cultuurhistorisch landschap,1964/05/29,3.245,50.824,Kortrijk
Kasteeldomein van Marke: park en omgeving,Beschermd cultuurhistorisch landschap,1965/04/15,3.242,50.820,Kortrijk
Goed ten Houte met omgeving en dreef,Beschermd stads- of dorpsgezicht,1980/12/11,3.291,50.795,Kortrijk
Molenhof te Rodenborg met omgeving,Beschermd stads- of dorpsgezicht,2008/04/21,3.244,50.805,Kortrijk
Herenhuis: tuin,Beschermd stads- of dorpsgezicht,1994/04/22,3.267,50.829,Kortrijk
"Hof van Heule, Preetjesmolen, Heulebeek en omgeving",Beschermd stads- of dorpsgezicht,1995/06/09,3.244,50.845,Kortrijk
Bellegembos - Argendaalbos,Beschermd cultuurhistorisch landschap,1981/07/23,3.305,50.770,Kortrijk
Kasteelhoeve La Haute Cense: omgeving,Beschermd stads- of dorpsgezicht,1978/01/13,3.133,50.791,Menen
Kazernegebouw met Leopoldplein,Beschermd stads- of dorpsgezicht,2001/02/23,3.127,50.796,Menen
Kasteeldomein van Ooigem,Beschermd cultuurhistorisch landschap,1951/02/09,3.339,50.892,Wielsbeke
Ooigembos,Beschermd cultuurhistorisch landschap,1978/09/05,3.337,50.887,Wielsbeke
Kasteeldomein Casier,Beschermd stads- of dorpsgezicht,2003/06/05,3.433,50.889,Waregem
Villa Gaverzicht: tuin,Beschermd stads- of dorpsgezicht,2010/07/12,3.439,50.889,Waregem
Domein Saint-Georges met park,Beschermd stads- of dorpsgezicht,2004/04/15,3.444,50.884,Waregem
Watermolen Hoogmolen: molencomplex met omgeving,Beschermd stads- of dorpsgezicht,1995/12/05,5.521,51.128,Oudsbergen
Watermolen Dorpermolen met omgeving,Beschermd stads- of dorpsgezicht,1994/01/11,5.513,51.105,Oudsbergen
"Commanderij Teutoonse Orde: kasteel, hoevegebouwen en omgeving",Beschermd stads- of dorpsgezicht,1994/10/12,5.593,51.091,Oudsbergen
Gemeentehuis Opglabbeek met tuin,Beschermd stads- of dorpsgezicht,1983/03/09,5.583,51.043,Oudsbergen
Watermolen Slagmolen met omgeving,Beschermd stads- of dorpsgezicht,1995/12/05,5.616,51.043,Oudsbergen
Sint-Willibrorduskapel: omgeving,Beschermd stads- of dorpsgezicht,2002/05/31,5.570,51.093,Oudsbergen
Watering De Holen,Beschermd cultuurhistorisch landschap,2017/01/12,5.456,51.243,Pelt
Burgerhuis: tuin,Beschermd stads- of dorpsgezicht,1999/12/13,5.424,51.213,Pelt
Kloostercomplex ursulinen: omgeving,Beschermd stads- of dorpsgezicht,2009/03/25,5.428,51.210,Pelt
Watermolen Wedelse Molen met omgeving,Beschermd stads- of dorpsgezicht,1994/12/28,5.437,51.181,Pelt
Windmolen Sevensmolen met omgeving,Beschermd stads- of dorpsgezicht,1994/12/28,5.432,51.191,Pelt
Watermolen Bemvaartmolen: molenaarswoning en omgeving,Beschermd stads- of dorpsgezicht,1995/04/03,5.438,51.213,Pelt
Dorpskern Sint-Huibrechts-Lille,Beschermd stads- of dorpsgezicht,2014/07/10,5.485,51.226,Pelt
Sint-Willibrorduskapel: omgeving,Beschermd stads- of dorpsgezicht,2003/06/05,5.443,51.198,Pelt
Windmolen De Lilse Meulen: omgeving,Beschermd cultuurhistorisch landschap,1980/01/28,5.481,51.223,Pelt
Hobos,Beschermd cultuurhistorisch landschap,2000/04/18,5.378,51.187,Pelt
Opgaande linde als vrijheidsboom Nokere,Beschermd cultuurhistorisch landschap,1962/05/28,3.511,50.885,Kruisem
Kasteeldomein Piers de Raveschoot: park,Beschermd cultuurhistorisch landschap,1973/12/10,3.535,50.909,Kruisem
Huisepontweg,Beschermd cultuurhistorisch landschap,1990/06/04,3.563,50.893,Kruisem
Dorpskom Wannegem-Lede,Beschermd stads- of dorpsgezicht,1984/04/11,3.551,50.890,Kruisem
Windmolen Meuleken 't Dal met molenaarswoning en omgeving,Beschermd cultuurhistorisch landschap,1977/01/11,3.655,50.908,Kruisem
Hoeve en landbouwstokerij met omgeving,Beschermd stads- of dorpsgezicht,1980/08/19,3.658,50.905,Kruisem
Kasteeldomein van Wannegem-Lede: landhuis en park,Beschermd cultuurhistorisch landschap,1975/02/24,3.563,50.892,Kruisem
Parochiekerk Sint-Denijs en pastorie Sint-Denijsparochie met omgeving,Beschermd stads- of dorpsgezicht,1981/06/29,3.576,50.889,Kruisem
Hoeve 't Kleinhof met omgeving,Beschermd stads- of dorpsgezicht,1981/07/03,3.567,50.899,Kruisem
Windmolen Huisekoutermolen met omgeving,Beschermd cultuurhistorisch landschap,1980/11/28,3.584,50.900,Kruisem
Domein kasteel van Huise,Beschermd cultuurhistorisch landschap,1985/09/30,3.562,50.917,Kruisem
Parochiekerk Sint-Cornelius: omgeving,Beschermd cultuurhistorisch landschap,1977/01/12,3.447,51.083,Aalter
Kapel Onze-Lieve-Vrouw Voorspraak met omgeving,Beschermd stads- of dorpsgezicht,1984/11/14,3.428,51.131,Aalter
Kasteel en kerk van Bellem met omgeving,Beschermd stads- of dorpsgezicht,1996/09/24,3.494,51.085,Aalter
Kasteeldomein van Poeke: park,Beschermd cultuurhistorisch landschap,1978/03/01,3.452,51.044,Aalter
Drongengoed,Beschermd cultuurhistorisch landschap,1956/03/28,3.461,51.148,Aalter
Hoeve met aanhorigheden en omgeving,Beschermd stads- of dorpsgezicht,1995/11/10,3.403,51.128,Aalter
Parochiekerk Sint-Willibrordus en pastorie Sint-Willibrordusparochie met tuin,Beschermd stads- of dorpsgezicht,1996/03/13,3.413,51.140,Aalter
Kraenepoel met omgevende laan en Villa Kraenepoel,Beschermd cultuurhistorisch landschap,1957/05/27,3.481,51.076,Aalter
Oude Vaart,Beschermd cultuurhistorisch landschap,1977/12/23,3.409,51.105,Aalter
Erfgoedlandschap Maldegemveld Groen Ursel Knesselare,Erfgoedlandschap,2013/04/16,3.465,51.140,Aalter
